"ilpn"|"status"|"ASN"|"PO"|"SKU"|"qty"|"length"|"hieght"|"width"|"Active_location"|"Current_location"|"Found_location"
67701897851276|"In inventory not putaway"|120045270|4038143|354875|27|14.97|14.18|8.24|"AS1"|"PUTWALL"|"DRACK"
67701897861524|"Putaway"|120045256|4038126|354818|32|17.66|12.02|2.51|"AS2"|"SHIPLANE"|"BRACK"
67701897875249|"Canceled"|120045232|4056765|10743939|95|17.59|27.8|3.84|"AS0"|"SHIPPED"|"CUBIST"
67701897881613|"Consumed"|120045240|4038117|12741090|80|17.35|2.96|1.92|"AS2"|"UNKNOWN"|"ONPALLET"
67701897951314|"Consumed"|120045232|4056764|10743934|46|6.67|19.65|2.38|"AS1"|"AS1"|"INLOAD"
67701898076640|"Allocated"|120045240|4038118|12741094|20|3.64|7.67|1.06|"AS2"|"AS0"|"CRACK"
67701898082860|"Case consumed to active"|120045259|4038140|354866|15|17.85|17.96|8.96|"AS2"|"DROP"|"MULTIST"
67701898083787|"Allocated"|120045270|4038143|354875|67|19.73|1.72|8.93|"AS4"|"AS2"|"ONPALLET"
67701898607313|"In transit"|120045257|4038129|354832|18|19.62|24.84|1.43|"AS1"|"SHIPLANE"|"ONPALLET"
67701898741926|"In work order"|120045234|4056793|10748215|23|19.41|21.63|6.79|"AS1"|"PICKCART"|"BRACK"
67701898830621|"Not received but shipment verified"|120045237|4038106|12741052|26|4.51|15.55|3.05|"AS4"|"AS1"|"CUBIST"
67701898860205|"Allocated"|120045257|4038131|354841|13|1.21|18.95|2.2|"AS0"|"BRACK"|"DRACK"
67701899109140|"In work order"|120045238|4038110|12741063|56|7.64|15.78|7.58|"AS2"|"PUTWALL"|"MULTIST"
67701899158615|"In inventory not putaway"|120045256|4038128|354829|0|6.19|8.75|9.98|"AS2"|"AS4"|"PUTLANE"
67701899195013|"Putaway"|120045240|4038117|12741088|75|16.21|1.19|4.82|"AS0"|"PUTWALL"|"BRACK"
67701899279485|"In work order"|120045292|4056763|10748092|56|11.14|5.87|8.05|"AS4"|"PICKCART"|"DRACK"
67701899352066|"In inventory not putaway"|120045257|4038129|354830|30|2.33|21.97|8.89|"AS1"|"SHIPLANE"|"INLOAD"
67701899389767|"In transit"|120045256|4038126|354818|90|18.68|24.54|7.29|"AS4"|"DROP"|"CRACK"
67701899423633|"Case consumed to active"|120045237|4038108|12741056|10|7.01|5.62|1.31|"AS0"|"DRACK"|"DRACK"
67701899800208|"Not received but shipment verified"|120045299|4056791|10748207|79|11.14|25.98|2.94|"AS0"|"AS2"|"DRACK"
67701900028625|"Canceled"|120045270|4038142|354874|38|15.62|6.54|3.66|"AS2"|"PUTWALL"|"MULTIST"
67701900094374|"Pulled"|120045293|4056762|10748096|25|5.25|7.68|9.61|"AS1"|"CRACK"|"DRACK"
67701900306677|"Partially allocated"|120045238|4038109|12741061|94|16.88|17.39|3.92|"AS0"|"DROP"|"CUBIST"
67701900361545|"Allocated and Pulled"|120045272|4038150|354890|78|8.67|13.82|4.78|"AS2"|"AS4"|"ONPALLET"
67701900553109|"Partially allocated"|120045240|4038119|12741095|77|6.32|28.33|1.37|"AS4"|"UNKNOWN"|"CUBIST"
67701900768786|"Allocated"|120045239|4038115|12741083|8|11.11|19.5|1.29|"AS4"|"BRACK"|"CUBIST"
67701900819297|"Canceled"|120045258|4038135|354854|73|2.82|20.9|7.76|"AS1"|"AS2"|"INLOAD"
67701900924748|"Case consumed to active"|120045256|4038128|354826|53|7.62|25.6|7.76|"AS2"|"AS1"|"CRACK"
67701901002762|"Consumed"|120045393|4056795|10748223|6|2.54|24.8|3.71|"AS0"|"CRACK"|"DRACK"
67701901156189|"Partially allocated"|120045236|4038101|10741035|20|1.09|5.8|9.21|"AS1"|"DROP"|"PUTLANE"
67701901158989|"Consumed"|120045257|4038132|354846|44|18.28|6.34|6.42|"AS4"|"BRACK"|"CRACK"
67701902107896|"Putaway"|120045390|4056798|10741031|35|4.02|14.53|1.28|"AS4"|"AS4"|"ONPALLET"
67701902469164|"In inventory not putaway"|120045237|4038106|12741052|12|9.29|8.3|6.67|"AS1"|"AS2"|"BRACK"
67701902990886|"In transit"|120045256|4038126|354818|36|9.06|15.8|2.02|"AS2"|"UNKNOWN"|"CUBIST"
67701903006313|"Pulled"|120045270|4038142|354872|98|10.08|23.97|7.18|"AS4"|"CRACK"|"DRACK"
67701903044198|"Consumed"|120045271|4038145|354880|91|6.93|27.07|2.96|"AS1"|"SHIPPED"|"INLOAD"
67701903163432|"Allocated and Pulled"|120045233|4056760|10748203|80|14.35|9.35|9.25|"AS2"|"AS0"|"INLOAD"
67701903253236|"Putaway"|120045272|4038150|354891|57|19.43|12.56|9.91|"AS0"|"SHIPPED"|"PUTLANE"
67701903402168|"In work order"|120045258|4038135|354854|87|15.3|18.01|3.67|"AS4"|"PUTWALL"|"BRACK"
67701903666554|"Allocated"|120045233|4056761|10748099|43|13.58|27.95|4.01|"AS4"|"PUTWALL"|"CUBIST"
67701903832590|"Consumed"|120045270|4038142|354874|14|1.15|11.85|5.18|"AS2"|"DROP"|"PUTLANE"
67701904149591|"Consumed"|120045256|4038128|354826|70|4.38|6.85|8.13|"AS1"|"AS0"|"DRACK"
67701904163708|"Putaway"|120045272|4038151|354893|98|5.17|26.41|8.31|"AS1"|"PUTLANE"|"CRACK"
67701904225339|"Pulled"|120045231|4056769|11750505|85|4.05|20.51|6.39|"AS4"|"DRACK"|"PUTLANE"
67701904595898|"Consumed"|120045234|4056792|10748212|14|9.32|27.97|9.25|"AS2"|"AS0"|"MULTIST"
67701904771642|"Allocated and Pulled"|120045259|4038138|354861|84|15.81|22.92|6.79|"AS2"|"CRACK"|"CRACK"
67701905299901|"In transit"|120045231|4056768|11750507|19|10.76|20.58|3.34|"AS1"|"CRACK"|"DRACK"
67701905315849|"In transit"|120045232|4056764|10742301|36|8.99|28.24|2.95|"AS2"|"UNKNOWN"|"MULTIST"
67701905363030|"Allocated and Pulled"|120045232|4056764|10748093|33|19.6|29.79|3.57|"AS2"|"PUTWALL"|"PUTLANE"
67701905376267|"Pulled"|120045257|4038129|354830|33|11.6|2.7|6.0|"AS1"|"PUTLANE"|"CRACK"
67701905565620|"In transit"|120045272|4038148|354886|74|4.51|25.64|4.26|"AS0"|"SHIPPED"|"DRACK"
67701905730417|"Case consumed to active"|120045273|4038153|354897|52|11.66|3.52|6.58|"AS4"|"UNKNOWN"|"ONPALLET"
67701905887833|"Case consumed to active"|120045257|4038129|354832|90|17.26|14.27|7.38|"AS1"|"SHIPLANE"|"DRACK"
67701906374183|"Pulled"|120045257|4038132|354843|1|2.22|24.36|3.78|"AS2"|"AS1"|"MULTIST"
67701906573312|"Allocated"|120045257|4038132|354847|89|19.09|5.04|8.7|"AS4"|"SHIPLANE"|"INLOAD"
67701906779971|"Consumed"|120045273|4038153|354896|82|16.74|1.43|5.77|"AS2"|"SHIPLANE"|"PUTLANE"
67701906933106|"Case consumed to active"|120045232|4056764|10748093|39|16.54|23.04|7.57|"AS0"|"UNKNOWN"|"DRACK"
67701906984576|"Allocated"|120045271|4038147|354883|70|19.19|2.08|5.98|"AS4"|"AS0"|"BRACK"
67701907136027|"Allocated"|120045259|4038138|354862|16|17.64|26.43|5.7|"AS1"|"PUTWALL"|"PUTLANE"
67701907463331|"In transit"|120045234|4056793|10748216|79|14.28|8.41|7.87|"AS4"|"SHIPPED"|"CUBIST"
67701907664763|"Canceled"|120045258|4038135|354855|59|2.7|9.66|7.15|"AS0"|"PUTLANE"|"BRACK"
67701907711039|"Consumed"|120045270|4038141|354869|98|17.69|7.77|3.66|"AS0"|"AS0"|"MULTIST"
67701907819731|"In work order"|120045236|4038103|12741040|62|1.94|2.93|1.4|"AS0"|"AS0"|"INLOAD"
67701907896070|"Partially allocated"|120045272|4038151|354893|39|14.46|24.92|8.41|"AS4"|"AS2"|"DRACK"
67701907976196|"Allocated and Pulled"|120045298|4056790|10748204|44|1.02|28.27|6.04|"AS1"|"DROP"|"BRACK"
67701908092669|"Putaway"|120045256|4038125|354817|33|2.24|6.31|1.31|"AS2"|"DRACK"|"INLOAD"
67701908136153|"Consumed"|120045273|4038152|354895|27|6.2|25.69|4.7|"AS1"|"AS1"|"INLOAD"
67701908260529|"In work order"|120045270|4038141|354871|70|1.54|7.6|3.91|"AS2"|"CRACK"|"CUBIST"
67701908263937|"In transit"|120045258|4038135|354855|16|5.43|9.17|4.89|"AS0"|"DROP"|"BRACK"
67701908279629|"Pulled"|120045238|4038110|12741063|64|7.11|9.56|1.75|"AS4"|"PUTLANE"|"INLOAD"
67701908343443|"In work order"|120045238|4038109|12741059|33|19.56|18.05|5.96|"AS0"|"PUTWALL"|"BRACK"
67701908385710|"Allocated and Pulled"|120045231|4056768|11750506|2|15.8|5.98|6.52|"AS4"|"PICKCART"|"CUBIST"
67701908650661|"In work order"|120045232|4056764|10743934|50|11.88|13.64|7.64|"AS4"|"AS1"|"DRACK"
67701908837176|"Not received but shipment verified"|120045233|4056760|10748203|41|9.39|3.4|6.44|"AS2"|"SHIPLANE"|"BRACK"
67701908837868|"Partially allocated"|120045258|4038133|354850|83|4.4|25.07|4.07|"AS1"|"AS1"|"CUBIST"
67701908936840|"Pulled"|120045238|4038111|12741069|8|3.57|5.78|9.55|"AS0"|"AS2"|"DRACK"
67701909165845|"In transit"|120045259|4038138|354862|7|19.24|19.26|2.87|"AS2"|"DROP"|"CUBIST"
67701909185914|"Case consumed to active"|120045257|4038130|354838|62|12.37|6.93|8.28|"AS1"|"PICKCART"|"ONPALLET"
67701909781671|"Pulled"|120045236|4038104|12741042|41|13.49|15.01|8.49|"AS4"|"BRACK"|"INLOAD"
67701910142191|"In work order"|120045273|4038152|354895|9|16.09|2.74|2.24|"AS4"|"AS2"|"ONPALLET"
67701910213005|"Pulled"|120045394|4056794|10748219|84|9.21|2.0|4.03|"AS1"|"PUTWALL"|"CRACK"
67701910587550|"Putaway"|120045292|4056763|10748092|15|16.02|22.7|7.91|"AS4"|"UNKNOWN"|"PUTLANE"
67701910703050|"Allocated"|120045255|4038122|354810|82|18.97|10.56|8.26|"AS4"|"AS4"|"ONPALLET"
67701910804060|"Consumed"|120045272|4038149|354889|20|12.31|24.25|2.6|"AS0"|"CRACK"|"CUBIST"
67701910889555|"Consumed"|120045237|4038105|12741047|91|11.93|8.2|7.29|"AS1"|"PUTWALL"|"CRACK"
67701910995096|"Putaway"|120045240|4038117|12741089|25|3.02|16.19|7.33|"AS4"|"AS2"|"CRACK"
67701911010746|"Canceled"|120045257|4038131|354840|49|13.69|23.99|3.1|"AS4"|"AS1"|"BRACK"
67701911015926|"Not received but shipment verified"|120045272|4038148|354885|18|14.9|1.95|5.06|"AS1"|"AS1"|"PUTLANE"
67701911146142|"Putaway"|120045394|4056794|10748217|23|2.21|9.66|2.52|"AS2"|"DRACK"|"MULTIST"
67701911338005|"Allocated and Pulled"|120045272|4038151|354893|34|11.11|16.69|6.15|"AS2"|"AS2"|"BRACK"
67701911708441|"Pulled"|120045239|4038114|12741077|60|9.53|29.62|8.6|"AS4"|"DROP"|"DRACK"
67701912675668|"Consumed"|120045257|4038154|354100|88|4.28|12.86|7.86|"AS2"|"AS1"|"BRACK"
67701912727120|"Pulled"|120045239|4038113|12741075|14|12.34|7.6|8.47|"AS0"|"SHIPPED"|"MULTIST"
67701912739358|"In inventory not putaway"|120045259|4038140|354865|27|15.72|12.57|9.78|"AS2"|"AS4"|"CRACK"
67701912794032|"Pulled"|120045257|4038129|354834|8|19.0|22.48|4.73|"AS4"|"PUTWALL"|"PUTLANE"
67701912843412|"Canceled"|120045231|4056769|11750521|62|11.84|26.09|5.29|"AS2"|"AS0"|"INLOAD"
67701912925808|"In transit"|120045232|4056764|10743934|32|7.43|28.77|4.58|"AS0"|"PICKCART"|"DRACK"
67701913104992|"Putaway"|120045240|4038117|12741089|46|12.63|11.92|4.84|"AS0"|"UNKNOWN"|"DRACK"
67701913675176|"Case consumed to active"|120045273|4038152|354894|40|18.73|22.86|1.59|"AS1"|"AS1"|"CUBIST"
67701913810079|"Consumed"|120045239|4038115|12741082|55|4.8|1.94|7.39|"AS0"|"PICKCART"|"CUBIST"
67701914045918|"Case consumed to active"|120045238|4038110|12741066|97|13.11|20.84|4.45|"AS1"|"AS0"|"MULTIST"
67701914114236|"Canceled"|120045233|4056760|10748201|63|12.27|20.37|5.31|"AS0"|"DRACK"|"MULTIST"
67701914117502|"Allocated"|120045270|4038142|354873|61|5.44|25.24|1.1|"AS2"|"SHIPLANE"|"PUTLANE"
67701914119588|"Canceled"|120045239|4038114|12741078|90|18.95|18.54|9.02|"AS0"|"DRACK"|"DRACK"
67701914238084|"Pulled"|120045256|4038128|354828|30|7.64|9.31|6.21|"AS0"|"SHIPLANE"|"PUTLANE"
67701914260725|"In work order"|120045235|4056796|10748226|9|19.18|24.2|5.17|"AS0"|"UNKNOWN"|"MULTIST"
67701914405120|"Putaway"|120045394|4056794|10748218|45|1.06|17.71|8.35|"AS4"|"BRACK"|"BRACK"
67701914458612|"Partially allocated"|120045239|4038115|12741082|34|16.67|21.53|6.46|"AS2"|"DRACK"|"ONPALLET"
67701914820999|"Putaway"|120045272|4038151|354892|0|19.94|8.97|7.93|"AS1"|"PUTWALL"|"BRACK"
67701914946909|"Consumed"|120045257|4038130|354837|83|10.02|24.15|8.64|"AS4"|"DRACK"|"CUBIST"
67701915453934|"Canceled"|120045273|4038153|354897|51|17.19|9.26|1.31|"AS0"|"DRACK"|"BRACK"
67701915611806|"Canceled"|120045233|4056761|10748098|59|7.22|16.43|3.81|"AS0"|"PUTWALL"|"BRACK"
67701915638181|"In transit"|120045238|4038112|12741072|63|7.95|16.01|9.41|"AS1"|"AS4"|"CRACK"
67701915935742|"Pulled"|120045273|4038153|354896|31|5.13|24.2|8.05|"AS1"|"AS1"|"DRACK"
67701915939114|"Consumed"|120045233|4056760|10748202|87|15.91|3.97|5.81|"AS2"|"AS1"|"DRACK"
67701916253179|"Allocated"|120045236|4038103|12741040|38|7.53|2.23|7.23|"AS0"|"AS1"|"ONPALLET"
67701916314855|"In inventory not putaway"|120045257|4038131|354841|32|12.33|5.71|3.82|"AS0"|"SHIPLANE"|"CRACK"
67701916854083|"Allocated and Pulled"|120045237|4038108|12741056|2|15.24|21.27|3.83|"AS0"|"SHIPLANE"|"INLOAD"
67701916905002|"Allocated and Pulled"|120045272|4038151|354893|44|4.41|18.6|2.01|"AS1"|"PUTLANE"|"CRACK"
67701917125185|"Consumed"|120045235|4056796|10748225|25|18.9|20.33|4.47|"AS1"|"SHIPLANE"|"PUTLANE"
67701917544482|"Pulled"|120045256|4038128|354857|9|17.93|27.8|1.24|"AS2"|"UNKNOWN"|"INLOAD"
67701917761081|"Allocated and Pulled"|120045234|4056792|10748212|19|8.3|20.0|9.96|"AS4"|"AS0"|"CUBIST"
67701917776525|"Allocated and Pulled"|120045257|4038130|354838|74|18.71|8.19|6.12|"AS2"|"CRACK"|"PUTLANE"
67701917920635|"Partially allocated"|120045272|4038149|354887|13|6.94|13.59|2.53|"AS0"|"PUTWALL"|"ONPALLET"
67701918098653|"Canceled"|120045239|4038116|12741086|12|8.62|20.12|6.65|"AS4"|"AS1"|"INLOAD"
67701918111132|"Not received but shipment verified"|120045233|4056761|10748200|38|2.76|25.58|5.84|"AS2"|"BRACK"|"INLOAD"
67701918115757|"Allocated"|120045237|4038107|12741055|62|7.76|17.95|7.84|"AS4"|"AS2"|"ONPALLET"
67701918209937|"In work order"|120045239|4038113|12741074|24|18.33|5.41|1.64|"AS2"|"PICKCART"|"ONPALLET"
67701918276808|"Case consumed to active"|120045271|4038144|354878|35|1.59|1.89|3.17|"AS0"|"PUTWALL"|"DRACK"
67701918283649|"Canceled"|120045256|4038125|354815|43|7.18|9.87|6.65|"AS0"|"AS1"|"ONPALLET"
67701918387465|"In transit"|120045272|4038149|354887|62|5.16|26.97|8.0|"AS2"|"DRACK"|"CUBIST"
67701918664695|"Not received but shipment verified"|120045236|4038102|10741036|10|13.75|1.82|2.65|"AS2"|"DRACK"|"ONPALLET"
67701918703123|"Pulled"|120045239|4038116|12741085|22|17.8|23.1|3.52|"AS2"|"DRACK"|"CRACK"
67701918735168|"Consumed"|120045233|4056761|10748098|85|19.99|20.28|4.18|"AS4"|"PICKCART"|"CRACK"
67701918768768|"Pulled"|120045236|4038102|10741038|28|4.07|5.48|4.19|"AS2"|"AS1"|"ONPALLET"
67701919082580|"In work order"|120045293|4056762|10748096|49|3.75|25.18|5.62|"AS1"|"PICKCART"|"BRACK"
67701919130566|"Canceled"|120045257|4038131|354839|70|1.47|18.98|6.62|"AS1"|"PICKCART"|"PUTLANE"
67701919188232|"Consumed"|120045256|4038128|354858|63|1.11|22.34|7.39|"AS1"|"SHIPPED"|"DRACK"
67701919536187|"In work order"|120045256|4038128|354827|32|10.13|3.88|1.88|"AS2"|"PICKCART"|"PUTLANE"
67701919550654|"In work order"|120045391|4056799|10741032|22|15.87|28.63|2.31|"AS2"|"PUTWALL"|"CUBIST"
67701919841696|"Partially allocated"|120045255|4038122|354811|13|10.5|28.01|7.29|"AS4"|"PUTWALL"|"ONPALLET"
67701919974702|"Consumed"|120045259|4038137|354860|89|1.43|13.88|5.98|"AS1"|"DRACK"|"BRACK"
67701920310101|"Partially allocated"|120045255|4038122|354811|67|5.1|10.03|5.35|"AS0"|"AS4"|"CUBIST"
67701920313337|"Partially allocated"|120045394|4056794|10748220|52|8.38|1.29|6.52|"AS0"|"PUTWALL"|"CRACK"
67701920340571|"Partially allocated"|120045259|4038137|354860|54|8.05|22.72|4.12|"AS4"|"AS2"|"PUTLANE"
67701920494912|"Allocated"|120045240|4038120|12741099|39|15.37|20.73|3.79|"AS0"|"PUTLANE"|"ONPALLET"
67701920529339|"Consumed"|120045257|4038129|354830|2|19.03|11.21|8.61|"AS4"|"PUTLANE"|"MULTIST"
67701920652691|"Not received but shipment verified"|120045390|4056798|10741031|42|11.06|18.34|2.57|"AS0"|"CRACK"|"ONPALLET"
67701920750096|"In transit"|120045237|4038105|12741050|86|18.78|13.29|5.12|"AS2"|"AS2"|"DRACK"
67701921557066|"Case consumed to active"|120045292|4056763|10748092|93|8.89|10.62|6.09|"AS2"|"SHIPPED"|"CUBIST"
67701921790410|"Pulled"|120045231|4056768|11750504|78|5.79|22.57|2.42|"AS1"|"DROP"|"ONPALLET"
67701921823941|"In inventory not putaway"|120045259|4038139|354863|83|17.52|11.44|7.75|"AS2"|"CRACK"|"CRACK"
67701922077879|"In work order"|120045234|4056792|10748212|65|1.63|11.01|9.8|"AS0"|"SHIPPED"|"ONPALLET"
67701922830854|"In transit"|120045273|4038153|354896|39|2.81|27.18|4.42|"AS4"|"AS0"|"BRACK"
67701923115975|"In transit"|120045393|4056795|10748224|24|1.27|28.03|5.81|"AS4"|"UNKNOWN"|"DRACK"
67701923179657|"Putaway"|120045272|4038148|354886|34|3.28|24.58|7.89|"AS2"|"SHIPPED"|"INLOAD"
67701923239331|"In transit"|120045394|4056794|10748218|28|6.87|15.1|6.35|"AS1"|"PUTWALL"|"CRACK"
67701923431958|"Consumed"|120045394|4056794|10748220|53|10.47|14.64|5.59|"AS2"|"AS4"|"BRACK"
67701923793494|"Case consumed to active"|120045257|4038132|354846|90|2.34|2.43|9.33|"AS2"|"DRACK"|"BRACK"
67701923814951|"Not received but shipment verified"|120045399|4056767|11750509|58|13.51|3.1|5.26|"AS4"|"DRACK"|"CUBIST"
67701923953272|"Consumed"|120045256|4038127|354822|77|4.38|24.23|4.09|"AS1"|"PICKCART"|"MULTIST"
67701924032787|"Allocated"|120045394|4056794|10748217|72|7.91|6.71|9.91|"AS2"|"UNKNOWN"|"ONPALLET"
67701924315812|"Putaway"|120045231|4056769|11750505|34|17.58|13.14|5.36|"AS2"|"AS1"|"MULTIST"
67701924335077|"Allocated and Pulled"|120045239|4038116|12741086|5|14.23|12.87|2.67|"AS4"|"UNKNOWN"|"BRACK"
67701924698990|"Putaway"|120045256|4038125|354816|39|12.24|28.44|4.24|"AS2"|"PUTWALL"|"DRACK"
67701924716393|"In inventory not putaway"|120045398|4056766|10743937|39|18.6|3.97|8.16|"AS0"|"PUTLANE"|"BRACK"
67701924814853|"Canceled"|120045393|4056795|10748223|47|7.32|25.56|4.76|"AS2"|"DROP"|"PUTLANE"
67701924832904|"In inventory not putaway"|120045240|4038120|12741099|18|6.53|20.48|3.98|"AS4"|"BRACK"|"ONPALLET"
67701924855501|"Pulled"|120045256|4038125|354815|9|17.21|19.24|9.99|"AS2"|"DROP"|"MULTIST"
67701924899529|"In transit"|120045258|4038133|354848|67|8.81|3.24|7.03|"AS0"|"SHIPLANE"|"ONPALLET"
67701924908559|"Partially allocated"|120045272|4038148|354885|28|16.12|26.62|5.66|"AS2"|"AS2"|"BRACK"
67701925018046|"Allocated and Pulled"|120045255|4038122|354810|7|9.59|22.99|9.56|"AS2"|"BRACK"|"MULTIST"
67701925043766|"Putaway"|120045234|4056793|10748214|87|12.65|16.75|8.32|"AS2"|"PUTLANE"|"PUTLANE"
67701925111837|"Consumed"|120045240|4038117|12741087|64|13.68|28.83|9.84|"AS0"|"PICKCART"|"PUTLANE"
67701925115512|"Pulled"|120045236|4038101|10741034|33|9.67|15.88|2.36|"AS0"|"DROP"|"MULTIST"
67701925323086|"In inventory not putaway"|120045231|4056768|11750503|66|16.15|23.99|6.24|"AS0"|"AS0"|"ONPALLET"
67701925524769|"Allocated and Pulled"|120045259|4038139|354863|19|3.38|4.98|6.95|"AS0"|"UNKNOWN"|"CUBIST"
67701925641225|"Allocated"|120045256|4038128|354857|92|2.36|23.72|2.51|"AS0"|"DROP"|"CRACK"
67701925940837|"Canceled"|120045271|4038147|354883|40|16.39|27.31|6.44|"AS2"|"PUTWALL"|"MULTIST"
67701926163253|"Putaway"|120045259|4038140|354867|9|12.37|3.22|9.49|"AS0"|"PUTLANE"|"CRACK"
67701926295734|"In inventory not putaway"|120045232|4056765|10743939|32|15.05|5.02|3.06|"AS0"|"AS1"|"ONPALLET"
67701926310739|"Consumed"|120045233|4056761|10748200|85|2.6|14.58|3.86|"AS0"|"SHIPPED"|"DRACK"
67701926442349|"In work order"|120045236|4038102|10741037|53|5.76|2.15|2.34|"AS2"|"PUTLANE"|"INLOAD"
67701926744017|"Canceled"|120045240|4038118|12741093|49|3.22|14.57|1.01|"AS2"|"PUTLANE"|"PUTLANE"
67701926795896|"Not received but shipment verified"|120045236|4038102|10741038|40|1.13|10.24|1.06|"AS0"|"CRACK"|"CUBIST"
67701926955081|"Allocated"|120045237|4038106|12741052|49|10.36|29.67|8.65|"AS4"|"UNKNOWN"|"CUBIST"
67701927318493|"In inventory not putaway"|120045271|4038144|354877|6|1.26|18.03|8.81|"AS1"|"AS0"|"ONPALLET"
67701927340138|"Allocated and Pulled"|120045394|4056794|10748217|69|12.63|23.4|9.09|"AS0"|"SHIPPED"|"INLOAD"
67701927402769|"In transit"|120045394|4056794|10748217|33|9.89|26.97|6.79|"AS4"|"SHIPPED"|"CRACK"
67701927515230|"In inventory not putaway"|120045272|4038149|354887|11|11.9|18.04|2.53|"AS2"|"AS4"|"INLOAD"
67701927576489|"In transit"|120045239|4038116|12741085|64|18.01|20.28|1.81|"AS0"|"AS4"|"BRACK"
67701927633248|"Consumed"|120045240|4038117|12741089|97|8.99|1.91|4.2|"AS2"|"PUTLANE"|"ONPALLET"
67701928088986|"In inventory not putaway"|120045257|4038130|354837|93|6.85|16.13|7.63|"AS0"|"PUTLANE"|"MULTIST"
67701928297428|"Not received but shipment verified"|120045239|4038116|12741084|36|9.65|9.79|3.69|"AS1"|"SHIPLANE"|"DRACK"
67701928439835|"Pulled"|120045393|4056795|10748221|25|19.78|25.32|9.94|"AS1"|"PUTWALL"|"CUBIST"
67701928629183|"Canceled"|120045259|4038139|354864|38|6.54|3.78|4.07|"AS4"|"SHIPLANE"|"INLOAD"
67701928814644|"Not received but shipment verified"|120045239|4038114|12741079|77|1.93|16.63|9.28|"AS2"|"UNKNOWN"|"MULTIST"
67701928854346|"Allocated"|120045257|4038130|354836|98|8.76|5.45|4.9|"AS1"|"DROP"|"CUBIST"
67701928855924|"Canceled"|120045257|4038129|354831|57|16.31|3.59|9.54|"AS0"|"PUTLANE"|"CRACK"
67701928975765|"In inventory not putaway"|120045231|4056768|11750507|32|15.95|6.7|6.36|"AS0"|"BRACK"|"BRACK"
67701929216413|"Not received but shipment verified"|120045272|4038150|354891|42|13.7|9.32|7.32|"AS1"|"AS1"|"BRACK"
67701929221316|"Not received but shipment verified"|120045236|4038102|10741036|24|16.52|26.17|3.98|"AS2"|"UNKNOWN"|"INLOAD"
67701929302348|"In transit"|120045270|4038142|354872|88|18.33|12.57|1.56|"AS0"|"PUTWALL"|"CUBIST"
67701929302574|"Not received but shipment verified"|120045238|4038110|12741066|48|9.81|2.16|7.71|"AS4"|"SHIPLANE"|"DRACK"
67701929368586|"Allocated"|120045299|4056791|10748207|79|15.02|1.68|9.7|"AS1"|"SHIPPED"|"INLOAD"
67701929427147|"Case consumed to active"|120045256|4038128|354857|55|12.85|6.49|3.91|"AS1"|"PUTLANE"|"CRACK"
67701929451843|"Not received but shipment verified"|120045232|4056765|10743938|71|5.03|18.83|9.16|"AS4"|"DROP"|"BRACK"
67701929480668|"Pulled"|120045239|4038116|12741084|8|16.93|29.77|3.95|"AS2"|"BRACK"|"INLOAD"
67701929496605|"Allocated and Pulled"|120045299|4056791|10748208|28|18.12|26.76|1.45|"AS4"|"DRACK"|"MULTIST"
67701929690587|"Allocated and Pulled"|120045233|4056761|10748099|24|9.19|23.46|7.71|"AS2"|"CRACK"|"CRACK"
67701929698238|"Consumed"|120045271|4038144|354877|5|9.64|21.4|5.3|"AS1"|"AS1"|"MULTIST"
67701929842233|"Pulled"|120045239|4038116|12741085|17|6.6|9.95|7.13|"AS0"|"DRACK"|"DRACK"
67701930084598|"Allocated and Pulled"|120045257|4038132|354843|58|1.15|3.53|7.75|"AS1"|"AS0"|"INLOAD"
67701930121989|"In inventory not putaway"|120045272|4038150|354891|19|4.55|6.51|4.66|"AS2"|"SHIPPED"|"CRACK"
67701930313646|"Partially allocated"|120045393|4056795|10748222|42|5.76|19.34|6.86|"AS4"|"BRACK"|"CUBIST"
67701930406709|"Putaway"|120045257|4038132|354844|56|4.55|12.55|7.23|"AS0"|"PICKCART"|"PUTLANE"
67701930437643|"Allocated"|120045232|4056765|10743939|17|4.04|13.27|6.01|"AS4"|"SHIPLANE"|"PUTLANE"
67701930487349|"In transit"|120045258|4038133|354848|3|7.77|9.02|5.96|"AS0"|"PUTWALL"|"INLOAD"
67701930735417|"Partially allocated"|120045234|4056792|10748210|52|16.54|9.8|5.2|"AS1"|"BRACK"|"CUBIST"
67701930791656|"Canceled"|120045236|4038102|10741038|88|3.16|10.42|2.32|"AS2"|"CRACK"|"CRACK"
67701930943085|"Putaway"|120045238|4038110|12741063|9|19.46|14.85|6.65|"AS2"|"PUTLANE"|"CRACK"
67701931183726|"Pulled"|120045238|4038111|12741067|25|6.99|18.79|8.2|"AS4"|"SHIPLANE"|"ONPALLET"
67701931331028|"In inventory not putaway"|120045237|4038106|12741053|4|5.22|2.19|5.56|"AS4"|"DROP"|"BRACK"
67701931433719|"Allocated and Pulled"|120045292|4056763|10748092|58|8.14|10.96|7.36|"AS0"|"DROP"|"MULTIST"
67701931438848|"Consumed"|120045399|4056769|11750501|28|2.84|5.77|9.76|"AS0"|"PICKCART"|"BRACK"
67701931491460|"Case consumed to active"|120045236|4038103|12741040|46|4.19|8.71|5.83|"AS4"|"BRACK"|"ONPALLET"
67701931535240|"Case consumed to active"|120045237|4038107|12741054|5|1.52|12.58|8.1|"AS1"|"PICKCART"|"INLOAD"
